target,text
0,"[SACVS] CVS: spamassassin/t db_based_whitelist.t,1.7,1.8 db_based_whitelist_ips.t,1.2,1.3 Sender: spamassassin-commits-admin@example.sourceforge.net Errors-To: spamassassin-commits-admin@example.sourceforge.net X-Beenthere: spamassassin-commits@example.sourceforge.net X-Mailman-Version: 2.0.9-sf.net Precedence: bulk List-Help: <mailto:spamassassin-commits-request@example.sourceforge.net?subject=help> List-Post: <mailto:spamassassin-commits@example.sourceforge.net> List-Subscribe: <https://example.sourceforge.net/lists/listinfo/spamassassin-commits>, <mailto:spamassassin-commits-request@lists.sourceforge.net?subject=subscribe> List-Id: <spamassassin-commits.example.sourceforge.net> List-Unsubscribe: <https://example.sourceforge.net/lists/listinfo/spamassassin-commits>, <mailto:spamassassin-commits-request@lists.sourceforge.net?subject=unsubscribe> List-Archive: <http://sourceforge.net/mailarchives/forum.php?forum=spamassassin-commits> X-Original-Date: Wed, 02 Oct 2002 06:20:35 -0700 Date: Wed, 02 Oct 2002 06:20:35 -0700 Update of /cvsroot/spamassassin/spamassassin/t In directory usw-pr-cvs1:/tmp/cvs-serv4429/t Modified Files: db_based_whitelist.t db_based_whitelist_ips.t Log Message: fixed bug 1033: -R and -W were not respecting auto_whitelist_path Index: db_based_whitelist.t =================================================================== RCS file: /cvsroot/spamassassin/spamassassin/t/db_based_whitelist.t,v retrieving revision 1.7 retrieving revision 1.8 diff -b -w -u -d -r1.7 -r1.8 --- db_based_whitelist.t 26 Sep 2002 17:15:04 -0000 1.7 +++ db_based_whitelist.t 2 Oct 2002 13:20:33 -0000 1.8 @@ -2,7 +2,7 @@ use lib '.'; use lib 't'; use SATest; sa_t_init(""db_based_whitelist""); -use Test; BEGIN { plan tests => 3 }; +use Test; BEGIN { plan tests => 8 }; # --------------------------------------------------------------------------- @@ -16,17 +16,17 @@ %patterns = %is_nonspam_patterns; $scr_test_args = ""-M Mail::SpamAssassin::DBBasedAddrList""; -sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb); +ok (sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb)); # 3 times, to get into the whitelist: -sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb); +ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); # Now check ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); ok_all_patterns(); %patterns = %is_spam_patterns; -sarun (""-L -a -t < data/spam/004"", \&patterns_run_cb); +ok (sarun (""-L -a -t < data/spam/004"", \&patterns_run_cb)); ok_all_patterns(); Index: db_based_whitelist_ips.t =================================================================== RCS file: /cvsroot/spamassassin/spamassassin/t/db_based_whitelist_ips.t,v retrieving revision 1.2 retrieving revision 1.3 diff -b -w -u -d -r1.2 -r1.3 --- db_based_whitelist_ips.t 26 Sep 2002 17:15:04 -0000 1.2 +++ db_based_whitelist_ips.t 2 Oct 2002 13:20:33 -0000 1.3 @@ -2,7 +2,7 @@ use lib '.'; use lib 't'; use SATest; sa_t_init(""db_based_whitelist_ips""); -use Test; BEGIN { plan tests => 3 }; +use Test; BEGIN { plan tests => 8 }; # --------------------------------------------------------------------------- @@ -15,18 +15,18 @@ %patterns = %is_nonspam_patterns; -sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb); +ok (sarun (""--remove-addr-from-whitelist whitelist_test\@whitelist.spamassassin.taint.org"", \&patterns_run_cb)); # 3 times, to get into the whitelist: -sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb); -sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb); +ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); +ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); # Now check ok (sarun (""-L -a -t < data/nice/002"", \&patterns_run_cb)); ok_all_patterns(); %patterns = %is_spam_patterns; -sarun (""-L -a -t < data/spam/007"", \&patterns_run_cb); +ok (sarun (""-L -a -t < data/spam/007"", \&patterns_run_cb)); ok_all_patterns(); ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Spamassassin-commits mailing list Spamassassin-commits@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-commits"
1,"ADV: Great Casino, Great Payouts, Great Fun from your own home! 559928 Content-Transfer-Encoding: 7bit Date: Sun, 5 Aug 2001 07:52:49 +0000 (Eire) We invite you to experience the most exciting casino and sports wagering and poker experience on the 'net!! http://instant-access.ws Join hundreds of members who play with us and win CASH MONEY! Using a licensed gaming system from Starnet Communications, the recognized leader in online gaming, Our Casino gaming system is safe, secure and reliable. We also provide round the clock technical support and service to our customers. Our friendly customer reps are ready to answer your calls and answer any questions you may have. http://instant-access.ws With Our Casino you get: Real money wagering on 25+ games and sports Stunning 3D Graphics and unequaled gameplay Safe, Secure and Reliable gaming system Online Java Games FREE casino software 10% signup bonus for first time players to our Casino 24 hour technical support http://instant-access.ws For you Poker Players who enjoy live internet poker action playing favorite card games like Texas Hold'em, Seven Card Stud and Omaha we have made available seperate state of the art Poker Room software. All of our games offered, give you the opportunity to play for free or wager with real money. We encourage you to visit us now! http://instant-access.ws ******************************************************** IMPORTANT: To be removed from this list, simply click the link below. You will be added to our remove list. REMOVE MESSAGE: This message is being sent in full compliance with US Postal and Lottery Laws, Title 18, Section 1302 and 1341, or Title 18, Section 3005 in the US code, also in the code of federal regulations, Volume 16, Sections 255 and 436. If you would like to be removed from our E-Mail list, please click here mailto:remove9001@xyz002.com?subject=Remove , click send, and you will be removed from our list immediately. If the mailto link is not clickable please send a blank email to remove9001@xyz002.com and put ""remove"" in the subject line, click send, and you will be removed from our list immediately. **** LoU *****"
0,"Re: [ILUG] cups question References: <20021008161145.DA84416F16@spamassassin.taint.org> From: Brendan Halpin <brendan.halpin@ul.ie> In-Reply-To: <20021008161145.DA84416F16@spamassassin.taint.org> Message-Id: <m3fzvgvqoj.fsf@wivenhoe.staff8.ul.ie> User-Agent: Gnus/5.09 (Gnus v5.9.0) Emacs/21.1 MIME-Version: 1.0 Content-Type: text/plain; charset=us-ascii Sender: ilug-admin@linux.ie Errors-To: ilug-admin@linux.ie X-Beenthere: ilug@linux.ie X-Mailman-Version: 2.0.11 Precedence: bulk List-Help: <mailto:ilug-request@linux.ie?subject=help> List-Post: <mailto:ilug@linux.ie> List-Subscribe: <http://www.linux.ie/mailman/listinfo/ilug>, <mailto:ilug-request@linux.ie?subject=subscribe> List-Id: Irish Linux Users' Group <ilug.linux.ie> List-Unsubscribe: <http://www.linux.ie/mailman/listinfo/ilug>, <mailto:ilug-request@linux.ie?subject=unsubscribe> List-Archive: <http://www.linux.ie/pipermail/ilug/> X-Original-Date: 08 Oct 2002 17:30:36 +0100 Date: 08 Oct 2002 17:30:36 +0100 zzzz@spamassassin.taint.org (Justin Mason) writes: > /dev/fd/0 is STDIN -- filedescriptor 0. Looks like the PS file wants > to know its filename, but it's being read from STDIN, that's my > guess. I don't think so: it should be getting a stream of PS from stdin, but it's not. The printing/spooling system is executing gs but somehow failing to provide it with input. > Try tweaking the scripts to run ""gs"" with the ps file on > the command line instead of as ""-"". That might clarify that the later part of the system works, but I suspect the problem is earlier. B -- Brendan Halpin, Dept of Government and Society, Limerick University, Ireland Tel: w +353-61-213147 f +353-61-202569 h +353-61-390476; Room F2-025 x 3147 <mailto:brendan.halpin@ul.ie> <http://wivenhoe.staff8.ul.ie/~brendan> -- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie"
1,"CDR: Friend, Meet over 1 million singles at Date.com Subject: Friend, Meet over 1 million singles at Date.com <!-- saved from url=(0022)http://internet.e-mail --> <!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""> <HTML><HEAD> <META http-equiv=Content-Type content=""text/html; charset=windows-1252""> <META content=""Microsoft FrontPage 5.0"" name=GENERATOR></HEAD> <BODY> <CENTER> <TABLE cellSpacing=0 cellPadding=2 bgColor=#000000 background="""" border=0> <TBODY> <TR> <TD vAlign=center align=middle> <TABLE cellSpacing=0 cellPadding=0 width=700 bgColor=#c51418 background="""" border=0> <TBODY> <TR> <TD vAlign=center align=middle width=700 colSpan=3><A href=""http://click.mm53.com/sp/t.pl?id=3270:7552100""><FONT face=""Arial Black, arial"" color=#ffffff size=5>MEET OTHER SINGLES JUST LIKE YOU</FONT></A></TD></TR> <TR> <TD vAlign=top align=middle width=186><A href=""http://click.mm53.com/sp/t.pl?id=3271:7552100""><IMG height=12 src=""http://www.date.com/newsletter/image/ad_1.gif"" width=113 border=0></A></TD> <TD width=328><FONT size=-2>&nbsp;</FONT></TD> <TD width=186><FONT size=-2>&nbsp;</FONT></TD></TR> <TR> <TD vAlign=top align=middle width=186 bgColor=white><A href=""http://click.mm53.com/sp/t.pl?id=3272:7552100""><IMG height=90 src=""http://www.date.com/newsletter/image/ad_2.gif"" width=113 border=0></A></TD> <TD vAlign=center align=left width=328 bgColor=#ffffff><A href=""http://click.mm53.com/sp/t.pl?id=3273:7552100""><FONT face=""Arial Black, Arial"" color=#c51418 size=3>Tired of searching for love in all the wrong places?<BR>Find love now, the easy way.</FONT></A></TD> <TD vAlign=center align=middle width=186 bgColor=#ffffff><A href=""http://click.mm53.com/sp/t.pl?id=3274:7552100""><IMG height=53 src=""http://www.date.com/newsletter/image/ad_4.gif"" width=183 border=0></A></TD></TR> <TR> <TD vAlign=top align=middle width=186><A href=""http://click.mm53.com/sp/t.pl?id=3275:7552100""><IMG height=13 src=""http://www.date.com/newsletter/image/ad_3.gif"" width=113 border=0></A></TD> <TD width=328><FONT size=-2>&nbsp;</FONT></TD> <TD width=186><FONT size=-2>&nbsp;</FONT></TD></TR> <TR> <TD vAlign=center align=middle width=700 colSpan=3><A href=""http://click.mm53.com/sp/t.pl?id=3276:7552100""><FONT face=""Arial Black, Arial"" color=#ffffff size=7>JOIN FOR FREE</FONT></A><BR><FONT face=""Arial Black, Arial"" color=#ffffff size=6>Find your soul mate today!</FONT><BR><FONT face=""Arial Black, Arial"" color=#ffffff size=3>BROWSE THROUGH THOUSANDS OF PERSONALS IN YOUR OWN AREA.</FONT><BR><BR> <TABLE cellSpacing=0 cellPadding=3 bgColor=#acacac background="""" border=0> <TBODY> <TR> <TD vAlign=center align=middle width=330> <TABLE width=330 bgColor=#ffffff background=""""> <TBODY> <TR> <TD vAlign=center align=middle><A href=""http://click.mm53.com/sp/t.pl?id=3277:7552100""><FONT face=""Arial Black, Arial"" color=#c51418 size=6>CLICK HERE</FONT><BR><FONT face=""Arial Black, Arial"" color=#c51418 size=5>to Find Love Now!</FONT></A> </TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE><BR></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></CENTER><IMG SRC=""http://click.mm53.com/sp/t.pl?id=3278:7552100&o=1"" BORDER=0 WIDTH=0 HEIGHT=0> <BR><P><BR><!-- SKY-Email-Address: cypherpunks@einstein.ssz.com SKY-Database: OnlyTheBest --> <A NAME='unsub'> <TABLE align=center border=1 cellpadding=5 cellspacing=0 bordercolor=gray> <TD><TABLE width=""600"" align=center cellpadding=""0"" cellspacing=""0"" border=""0"" ><TR> <TD height=25><FONT size=""2"" face=""arial,sans-serif"" color=gray>Remove yourself from this recurring list by:</FONT></TD> </TR><TR> <TD><FONT color=""gray"" size=""2"" face=""arial,sans-serif""><A href=""mailto:unsub-7552100-336@mm53.com"">Clicking here</A> to send a blank email to unsub-7552100-336@mm53.com</FONT></TD> </TR><TR> <TD align=""center""><FONT size=""2"" face=""arial,sans-serif""><I>OR</I></FONT></TD> </TR><TR> <TD><FONT face=""arial,sans-serif"" color=""gray"" size=""2"">Sending a postal mail to CustomerService, 427-3 Amherst Street, Suite 319, Nashua, NH 03063</FONT></TD> </TR><TR> <TD align=""CENTER""><br><FONT face=""arial,sans-serif"" size=""2"" color=""black""><I>This message was sent to address cypherpunks@einstein.ssz.com</I></FONT></TD> </TR></TABLE></TD></TABLE> </BODY></HTML> --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings"
1,"Increase Your Business Sales NOW adv ctk Sender: mdp__Web-Biz-no-LTD <aos_Jbfun8575@mail.com> MIME-Version: 1.0 Content-Type: text/plain; charset=""iso-8859-1"" Date: Wed, 17 Jul 2002 18:56:19 -0700 X-Mailer: AOL 7.0 for Windows US sub 118 X-Priority: 1 Email marketing - if done right - is both highly effective and amazingly cost effective. OK, it can be downright PROFITABLE. If done right. Imagine sending your sales letter to one million, two million, ten million or more prospects during the night. Then waking up to sales orders, ringing phones, and an inbox full of freshly qualified leads. We've been in the email business for over seven years now. Our lists are large, current, and deliverable. We have more servers and bandwidth than we currently need. That's why we're sending you this note. We'd like to help you make your email marketing program more robust and profitable. Please give us permission to call you with a proposal custom tailored to your business. Just fill out this form to get started: Name _______________________ Email Address ________________ Phone Number ________________ URL or Web Address ___________ I think you'll be delighted with the bottom line results we'll deliver to your company. Click Here: mailto:batch1@btamail.net.cn?subject=Inquiry-Including-Contact-Info Thank You! Remove requests Click Here: mailto:batch1@btamail.net.cn?subject=remove-b2b-list licatdcknjhyynfrwgwyyeuwbnrqcbh"
0,"Re: inbox mail notification broken In-Reply-To: Your message of ""Tue, 06 Aug 2002 20:40:06 +0700."" <26592.1028641206@munnari.OZ.AU> X-Image-Url: http://crypt.u-strasbg.fr/marc/m-baaden.gif X-Url: <http://www.marc-baaden.de> X-Face: -Nz&SN]%I8g9WFR#/!fe9se!_G_OndNloj@t+6jrGsoZ<t!|,TdYAQE<N8Yz|X>""z)?an0n P!Nls~*o?u7fy:]1N|^^(KX*uE>Nk{bHaCJ)(hXF~E#5)j.k0n4hgfIzpmn,[VY'\7X:;VOZ\CItIq G!2f8,k2`VLrkXQ:<.3LxEQ'E-;d:A)V# MIME-Version: 1.0 Content-Type: text/plain; charset=us-ascii From: Marc Baaden <baaden@smplinux.de> Message-Id: <E17c569-0000Jv-00@frontend2.herald.ox.ac.uk> X-Loop: exmh-users@spamassassin.taint.org Sender: exmh-users-admin@spamassassin.taint.org Errors-To: exmh-users-admin@spamassassin.taint.org X-Beenthere: exmh-users@spamassassin.taint.org X-Mailman-Version: 2.0.1 Precedence: bulk Reply-To: exmh-users@spamassassin.taint.org List-Help: <mailto:exmh-users-request@spamassassin.taint.org?subject=help> List-Post: <mailto:exmh-users@spamassassin.taint.org> List-Subscribe: <https://listman.spamassassin.taint.org/mailman/listinfo/exmh-users>, <mailto:exmh-users-request@redhat.com?subject=subscribe> List-Id: Discussion list for EXMH users <exmh-users.spamassassin.taint.org> List-Unsubscribe: <https://listman.spamassassin.taint.org/mailman/listinfo/exmh-users>, <mailto:exmh-users-request@redhat.com?subject=unsubscribe> List-Archive: <https://listman.spamassassin.taint.org/mailman/private/exmh-users/> Date: Tue, 06 Aug 2002 15:14:05 +0100 Hi, sorry, but I am not very familiar with this sequence business and couldn't find an answer to my problem in the documentation. In fact, to be precise, it seems only to be the highlighting in the folder cache part and only for the inbox which does not work. Is there anything I could/should check ? Any file, .. ? Thanks, Marc >>> Robert Elz said: >> Date: Tue, 06 Aug 2002 09:04:58 +0100 >> From: Marc Baaden <baaden@smplinux.de> >> Message-ID: <E17bzKv-0000mo-00@frontend2.herald.ox.ac.uk> >> >> | Any hints ? >> >> Probably a private sequence has gotten set, the highlighting only >> works for public ones. >> >> If ""scan unseen"" works as you'd expect, but highlighting doesn't, >> that's the usual explanation. >> >> kre >> >> >> >> _______________________________________________ >> Exmh-users mailing list >> Exmh-users@redhat.com >> https://listman.redhat.com/mailman/listinfo/exmh-users >> Marc Baaden -- Dr. Marc Baaden - Laboratory of Molecular Biophysics, Oxford University mailto:baaden@smplinux.de - ICQ# 11466242 - http://www.marc-baaden.de FAX/Voice +49 697912 39550 - Tel: +44 1865 275380 or +33 609 843217 _______________________________________________ Exmh-users mailing list Exmh-users@redhat.com https://listman.redhat.com/mailman/listinfo/exmh-users"
0,"A biblical digression Message-Id: <004501c24b99$1a6596a0$0200a8c0@JMHALL> MIME-Version: 1.0 Content-Type: text/plain; charset=""US-ASCII"" Content-Transfer-Encoding: 7bit X-Priority: 3 (Normal) X-Msmail-Priority: Normal X-Mailer: Microsoft Outlook, Build 10.0.2627 In-Reply-To: <Pine.LNX.4.33.0208240101180.25180-100000@watcher.mithral.com> X-Mimeole: Produced By Microsoft MimeOLE V6.00.2600.0000 Importance: Normal Sender: fork-admin@xent.com Errors-To: fork-admin@xent.com X-Beenthere: fork@spamassassin.taint.org X-Mailman-Version: 2.0.11 Precedence: bulk List-Help: <mailto:fork-request@xent.com?subject=help> List-Post: <mailto:fork@spamassassin.taint.org> List-Subscribe: <http://xent.com/mailman/listinfo/fork>, <mailto:fork-request@xent.com?subject=subscribe> List-Id: Friends of Rohit Khare <fork.xent.com> List-Unsubscribe: <http://xent.com/mailman/listinfo/fork>, <mailto:fork-request@xent.com?subject=unsubscribe> List-Archive: <http://xent.com/pipermail/fork/> Date: Sat, 24 Aug 2002 11:07:00 -0700 > From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of Adam > L. Beberg > > If the creator didnt say you could have it without paying, it's theft, so > simple, hell that's even in all the major holy books. Ran across a site which claimed to explain the original meaning of the Ten Commandments. It seems some of those meanings have evolved a bit, too. In particular, there was a claim that the commandment on stealing was actually specifically about 'man stealing -- selling a free man into slavery. Certainly the US southerners were particularly sensitive to the term 'man stealer' in a way I didn't understand. Yep, I know he said all holy books. No, I don't know if this site was blowing hot air. It just read like someone had done their homework. http://xent.com/mailman/listinfo/fork"
0,"Re: [ILUG] Cobalt question Message-Id: <20020808175118.GC30251@iulus.wunsch.org> References: <20020808103101.GA1853@jinny.ie> MIME-Version: 1.0 Content-Type: text/plain; charset=us-ascii Content-Disposition: inline In-Reply-To: <20020808103101.GA1853@jinny.ie> User-Agent: Mutt/1.4i X-PGP-Fingerprint: 57C6 CF0D 302E E52E D231 649A 7B5D 0964 1F94 B9C3 Sender: ilug-admin@linux.ie Errors-To: ilug-admin@linux.ie X-Mailman-Version: 1.1 Precedence: bulk List-Id: Irish Linux Users' Group <ilug.linux.ie> X-Beenthere: ilug@linux.ie On Thu, 08-Aug-2002 at 11:31:01 +0100, John P. Looney wrote: > I've installed Redhat 7.3 on a raq3's disk. But fscked if I can get the > kernel in /boot/vmlinuz-2.4.18-3 to boot. It's insisting pulling the > kernel from ... somewhere else. The old cobalt kernel. http://www.gurulabs.com/rgh-cobalt-howto/index.html The Cobalt systems have some neat firmware boot code that will read the ext2 filesystem and find the kernel itself... if you put it exactly where they expect it. -- Take care, Scott \\'unsch ... Old musicians never die, they just decompose. -- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie"
0,"Re: Apple Sauced...again User-Agent: KMail/1.4.1 References: <Pine.BSO.4.44.0210021830180.7029-100000@crank.slack.net> In-Reply-To: <Pine.BSO.4.44.0210021830180.7029-100000@crank.slack.net> MIME-Version: 1.0 Content-Transfer-Encoding: 8bit Message-Id: <200210022317.13639.eh@mad.scientist.com> Sender: fork-admin@xent.com Errors-To: fork-admin@xent.com X-Beenthere: fork@spamassassin.taint.org X-Mailman-Version: 2.0.11 Precedence: bulk List-Help: <mailto:fork-request@xent.com?subject=help> List-Post: <mailto:fork@spamassassin.taint.org> List-Subscribe: <http://xent.com/mailman/listinfo/fork>, <mailto:fork-request@xent.com?subject=subscribe> List-Id: Friends of Rohit Khare <fork.xent.com> List-Unsubscribe: <http://xent.com/mailman/listinfo/fork>, <mailto:fork-request@xent.com?subject=unsubscribe> List-Archive: <http://xent.com/pipermail/fork/> Date: Wed, 2 Oct 2002 23:17:13 -0400 On Wednesday 02 October 2002 06:37 pm, Tom wrote: > But what actually happened in Jaguar was that Apple added code to > exclude all non-Apple menu extras. Too, too, too, true. Just you try to muck with Job's blessed Aqua interface. Or remove the fscking dock. OSX is such a step down from Classic with Kaleidoscope skinning the entire UI. As an artist, I resent it deeply. (This is not in praise of Classic.) If my environment cannot be made beautiful, in some sense I cannot live. Eirikur"
0,"[SAtalk] Spamassassin webinterface for Communigate using PHP released Sender: spamassassin-talk-admin@example.sourceforge.net Errors-To: spamassassin-talk-admin@example.sourceforge.net X-Beenthere: spamassassin-talk@example.sourceforge.net X-Mailman-Version: 2.0.9-sf.net Precedence: bulk List-Help: <mailto:spamassassin-talk-request@example.sourceforge.net?subject=help> List-Post: <mailto:spamassassin-talk@example.sourceforge.net> List-Subscribe: <https://example.sourceforge.net/lists/listinfo/spamassassin-talk>, <mailto:spamassassin-talk-request@lists.sourceforge.net?subject=subscribe> List-Id: Talk about SpamAssassin <spamassassin-talk.example.sourceforge.net> List-Unsubscribe: <https://example.sourceforge.net/lists/listinfo/spamassassin-talk>, <mailto:spamassassin-talk-request@lists.sourceforge.net?subject=unsubscribe> List-Archive: <http://www.geocrawler.com/redir-sf.php3?list=spamassassin-talk> X-Original-Date: Fri, 19 Jul 2002 16:02:01 +0200 Date: Fri, 19 Jul 2002 16:02:01 +0200 Hi, akitogo is happy to announce that Jochen Becker has just finished a small nice PHP interface which integrates Spammassassin in the webuser interface from Communigate. It currently tested with RedHat,PHP and CGPro What is does: ------------- The users are able to: - edit the blacklist and whitelist - edit required hits (score) - define a mailbox in which every spam mail is dropped Spamassassin settings made by the webinterfaxe are handled domain wide. You can download it from: ------------------------- http://www.akitogo.com/download/spamAssassinCommunigateWebinterface.tar.gz Enjoy, Gunnar Lieb, akitogo OHG ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk"
0,"[ILUG] gargnome & sawfish.. Sender: ilug-admin@linux.ie Errors-To: ilug-admin@linux.ie X-Mailman-Version: 1.1 Precedence: bulk List-Id: Irish Linux Users' Group <ilug.linux.ie> X-Beenthere: ilug@linux.ie I decided to try out GarGnome, to see what gnome2 looks like. It's pretty, I'll give it that. However, there seemed to be loads of bugs - sawfish threw wobblers all over the place, so I tryed out metacity - which doesn't have a GUI configurator, and arsed if I'm going back to the fvwm days when you had to set settings by hand, without an idea what the values looked like. So, I went back to 1.4 - and now sawfish can't start applets (yes, I did change the LD_LIBRARY_PATH back) and the panel can't make new workspaces. Any ideas what could have happened ? Would sawfish 2.0 silently change the config files & break them? Kate -- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie"
0,"Re: [Razor-users] dot-tk registrations hitting Razor In-Reply-To: Message from ""Craig R.Hughes"" <craig@deersoft.com> of ""Wed, 14 Aug 2002 22:57:17 PDT."" <DADE4F77-B013-11D6-BF02-00039396ECF2@deersoft.com> From: yyyy@spamassassin.taint.org (Justin Mason) X-GPG-Key-Fingerprint: 0A48 2D8B 0B52 A87D 0E8A 6ADD 4137 1B50 6E58 EF0A Date: Thu, 15 Aug 2002 10:52:13 +0100 Sender: yyyy@webnote.net Message-Id: <20020815095218.9D3F044134@phobos.labs.netnoteinc.com> ""Craig R.Hughes"" said: > Hmm, tricky because we've got Razor1 and Razor2 rolled into one > rule. Probably should break them out as separate rules anyway > so they can get different scores, etc. Not too hard to do, but > it's nearly 11pm so I'll see if I can get to it tomorrow. IMO 2 separate rules is a good idea anyway, razor2 has totally different hitrates (generally better I think) to razor1. --j."
1,">> Best rates on mortgage in the country! < Date: Mon, 05 Aug 2002 21:19:48 -1700 MIME-Version: 1.0 X-: Gnus/5.090001 (Oort Gnus v0.01) XEmacs/21.2 (Terspichore) Message-Id: <MAILFpeVeeui7af9Afw00001708@mail.sunwaytech.com.cn> X-Originalarrivaltime: 06 Aug 2002 02:17:37.0624 (UTC) FILETIME=[6EF5AD80:01C23CEF] Content-Type: text/html; charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable <!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""> <HTML><HEAD> <META http-equiv=3DContent-Type content=3D""text/html; charset=3Diso-8859-1= ""> </HEAD> <BODY> <TABLE height=3D400 cellSpacing=3D0 cellPadding=3D0 width=3D450 align=3Dce= nter border=3D0> <TBODY> <TR> <TD colSpan=3D2><A href=3D""http://61.129.68.19/user0201/index.asp?Afft= =3DQM6""><IMG height=3D38 src=3D""http://61.129.68.17/mortgage/h1.gif"" width= =3D450 border=3D0></A></TD></TR> <TR> <TD width=3D138 height=3D178><A href=3D""http://61.129.68.19/user0201/i= ndex.asp?Afft=3DQM6""><IMG height=3D178 src=3D""http://61.129.68.17/mortgage= /bullets.gif"" width=3D138 border=3D0></A></TD> <TD width=3D312 height=3D178><A href=3D""http://61.129.68.19/user0201/i= ndex.asp?Afft=3DQM6""><IMG height=3D178 src=3D""http://61.129.68.17/mortgage= /family.jpg"" width=3D312 border=3D0></A></TD></TR> <TR> <TD width=3D450 colSpan=3D2 height=3D20><A href=3D""http://61.129.68.19= /user0201/index.asp?Afft=3DQM6""><IMG height=3D20 src=3D""http://61.129.68.1= 7/mortgage/bb.gif"" width=3D450 border=3D0></A></TD></TR> <TR> <TD width=3D450 colSpan=3D2 height=3D118><A href=3D""http://61.129.68.1= 9/user0201/index.asp?Afft=3DQM6""><IMG height=3D118 src=3D""http://61.129.68= 17/mortgage/text.gif"" width=3D450 border=3D0></A></TD></TR> <TR> <TD width=3D450 colSpan=3D2 height=3D46><A href=3D""http://61.129.68.19= /user0201/index.asp?Afft=3DQM6""><IMG height=3D46 src=3D""http://61.129.68.1= 7/mortgage/clickhere.gif"" width=3D450 border=3D0></A></TD></TR></TBODY></T= ABLE><BR><BR> <TABLE width=3D450 align=3Dcenter> <TBODY> <TR> <TD align=3Dmiddle><FONT face=3DArial,Helvetica color=3D#000000 size=3D= 1>=FFFFFFA9 Copyright 2002 - All rights reserved<BR><BR>If you would no longer l= ike us to contact you or feel that you have<BR>received this email in error= , please <A href=3D""http://61.129.68.19/light/watch.asp"">click here to= unsubscribe</A>.</FONT></TD></TR></TBODY></TABLE> <DIV><FONT face=3DArial size=3D2></FONT>&nbsp;</DIV></BODY></HTML> rvacyp5et57mqkysfellajuu6zz9qyynqe5syfk5ew0rhqcyrd1qz80lheklem47idcz </BODY> </HTML>"
